# redshift=     0.100000
#          MF max                   MF min
      7.12500   0.00231682      7.12500  0.000363733
      7.27500   0.00207808      7.27500  0.000246786
      7.42500   0.00147191      7.42500  0.000151857
      7.57500  0.000801448      7.57500  8.43090e-05
      7.72500  0.000362589      7.72500  4.20175e-05
      7.87500  0.000166776      7.87500  1.24089e-05
      8.02500  6.19755e-05      8.02500  3.23269e-06
      8.17500  1.87705e-05      8.17500  9.14852e-07
      8.32500  4.63043e-06      8.32500  3.25172e-07
      8.47500  9.84317e-07      8.47500  1.34463e-07
      8.62500  4.66730e-07      8.62500  3.76972e-08
      8.77500  2.70662e-07      8.77500  2.97000e-08
      8.92500  1.64038e-07      8.92500  2.97000e-08
      9.07500  9.74949e-08      9.07500  2.97000e-08
      9.22500  5.59805e-08      9.22500  2.97000e-08
      9.37500  3.12774e-08      9.37500  2.97000e-08
      9.52500  2.97000e-08      9.52500  2.97000e-08
      9.67500  2.97000e-08      9.67500  2.97000e-08
      9.82500  2.97000e-08      9.82500  2.97000e-08
      9.97500  2.97000e-08      9.97500  2.97000e-08
      10.1250  2.97000e-08      10.1250  2.97000e-08
